provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
130311,"Colorado Valley Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,30927,35614,30927,35614
130312,Colton Telephone Company,50,Fiber to the Premises,1044,1126,94,151
130314,Columbus Telephone Company,50,Fiber to the Premises,5666,6138,5666,6138
130315,TOTE Holdings LLC,10,Copper,2306,2482,2306,2482
130315,TOTE Holdings LLC,50,Fiber to the Premises,5612,6807,5612,6807
130315,TOTE Holdings LLC,70,Unlicensed Fixed Wireless,27235,33978,27235,33978
130316,"Combined Technologies, Inc.",70,Unlicensed Fixed Wireless,253,259,67,75
130317,Comcast Corporation,40,Cable,37329656,56072525,37331902,56088796
130317,Comcast Corporation,50,Fiber to the Premises,315329,767066,394147,1218467
130321,"Communications 1 Network, Inc.",10,Copper,1078,1187,1078,1187
130321,"Communications 1 Network, Inc.",50,Fiber to the Premises,11172,11851,11172,11851
130322,"Community Antenna Service, Inc.",40,Cable,29471,35840,1440,2717
130325,Community Internet Service,70,Unlicensed Fixed Wireless,1141,1197,0,0
130327,"Community Telephone Co., Inc.",50,Fiber to the Premises,22223,27388,22223,27388
130327,"Community Telephone Co., Inc.",70,Unlicensed Fixed Wireless,7327,8507,7327,8507
130327,"Community Telephone Co., Inc.",71,Licensed Fixed Wireless,9892,11200,9892,11200
130329,"Computer 5, Inc.",10,Copper,10,52,5,5
130329,"Computer 5, Inc.",70,Unlicensed Fixed Wireless,3720,4240,549,790
130329,"Computer 5, Inc.",72,LBR Fixed Wireless,27,27,2,2
130331,"Computer Sales & Services, Inc.",70,Unlicensed Fixed Wireless,6,17,9,17
130335,"Consolidated Communications, Inc.",0,Other,1,1,0,0
130335,"Consolidated Communications, Inc.",10,Copper,831988,1108011,63806,161436
130335,"Consolidated Communications, Inc.",40,Cable,4682,5288,229,329
130335,"Consolidated Communications, Inc.",50,Fiber to the Premises,744933,891333,30473,70857
130337,Consolidated Telcom,10,Copper,5,6,5,6
130337,Consolidated Telcom,40,Cable,5127,7703,5127,7703
130337,Consolidated Telcom,50,Fiber to the Premises,17682,21282,17682,21282
130338,Consolidated Telephone Company,10,Copper,886,1022,886,1022
130338,Consolidated Telephone Company,50,Fiber to the Premises,33013,42080,33013,42080
130340,Conway Corporation,40,Cable,20249,31123,20249,31123
130340,Conway Corporation,50,Fiber to the Premises,475,579,0,0
130344,"Coon Valley Cooperative Telephone Association, Inc.",50,Fiber to the Premises,1417,1459,1417,1459
130344,"Coon Valley Cooperative Telephone Association, Inc.",70,Unlicensed Fixed Wireless,1490,1572,1490,1572
130345,Coon Valley Farmers Telephone Company,10,Copper,43,65,43,65
130345,Coon Valley Farmers Telephone Company,50,Fiber to the Premises,3746,4161,3746,4161
130346,Cooperative Telephone Company,50,Fiber to the Premises,3000,3138,3000,3138
130347,Cooperative Telephone Exchange,50,Fiber to the Premises,764,808,764,808
130349,Copper Valley Telephone Cooperative,10,Copper,478,478,478,478
130349,Copper Valley Telephone Cooperative,50,Fiber to the Premises,4340,4749,4340,4749
130349,Copper Valley Telephone Cooperative,70,Unlicensed Fixed Wireless,9,10,9,10
130349,Copper Valley Telephone Cooperative,71,Licensed Fixed Wireless,5,5,5,5
130352,"Cordova Telephone Cooperative, Inc.",10,Copper,1058,1059,1058,1059
130352,"Cordova Telephone Cooperative, Inc.",50,Fiber to the Premises,32,32,32,32
130353,Corn Belt Telephone Company,50,Fiber to the Premises,2881,2943,2687,2737
130353,Corn Belt Telephone Company,70,Unlicensed Fixed Wireless,4,4,4,4
130353,Corn Belt Telephone Company,71,Licensed Fixed Wireless,93,97,93,97
130360,"Cox Communications, Inc.",10,Copper,3,3,0,0
130360,"Cox Communications, Inc.",40,Cable,6831076,9800054,537634,1872440
130360,"Cox Communications, Inc.",50,Fiber to the Premises,334292,450167,31733,88357
130361,Cozad Telephone Company,10,Copper,141,145,141,145
130361,Cozad Telephone Company,50,Fiber to the Premises,2513,2839,2513,2839
130362,"CP-Tel Holdings, Inc.",10,Copper,3629,4411,767,1280
130362,"CP-Tel Holdings, Inc.",50,Fiber to the Premises,5641,7900,1496,2644
130363,"Craigville Telephone Company, Inc.",10,Copper,326,359,318,351
130363,"Craigville Telephone Company, Inc.",50,Fiber to the Premises,5343,6245,5343,6245
130364,Craw-Kan Telephone Cooperative Inc.,10,Copper,5121,5297,5121,5297
130364,Craw-Kan Telephone Cooperative Inc.,50,Fiber to the Premises,30631,34669,30631,34669
130366,"NBVDS Investments, LLC",10,Copper,12006,12722,12006,12722
130366,"NBVDS Investments, LLC",50,Fiber to the Premises,4427,4863,4427,4863
130366,"NBVDS Investments, LLC",71,Licensed Fixed Wireless,9695,10437,9695,10437
130368,"Crossville Consolidated Communications, Inc.",10,Copper,657,691,657,691
130369,Crown Point Telephone Corporation,10,Copper,8,8,1,1
130369,Crown Point Telephone Corporation,50,Fiber to the Premises,1889,2327,298,589
130370,Altice USA,40,Cable,5258792,8437694,584501,2220570
130370,Altice USA,50,Fiber to the Premises,1899601,2595215,121559,426205
130374,Cumberland Telephone Company,50,Fiber to the Premises,1029,1064,1029,1064
130375,"Cumby Telephone Cooperative, Inc.",10,Copper,2799,3098,2799,3098
130375,"Cumby Telephone Cooperative, Inc.",50,Fiber to the Premises,4404,4781,5723,6481
130378,Custer Telephone Cooperative Inc.,10,Copper,613,628,52,54
130378,Custer Telephone Cooperative Inc.,40,Cable,1336,1442,80,117
130378,Custer Telephone Cooperative Inc.,50,Fiber to the Premises,1668,1745,299,452
130378,Custer Telephone Cooperative Inc.,70,Unlicensed Fixed Wireless,590,596,40,44
130380,Grayson Collin Electric Cooperative,10,Copper,3569,3641,3569,3641
130380,Grayson Collin Electric Cooperative,50,Fiber to the Premises,11133,11386,11133,11386
130385,"D & P Communications, Inc.",10,Copper,68,79,16,26
130385,"D & P Communications, Inc.",40,Cable,8994,10970,1831,3411
130385,"D & P Communications, Inc.",50,Fiber to the Premises,12661,15143,1613,3214
130385,"D & P Communications, Inc.",70,Unlicensed Fixed Wireless,801,809,25,28
130386,"D D & B, Inc.",10,Copper,6124,6423,6124,6423
130386,"D D & B, Inc.",50,Fiber to the Premises,7507,8422,7507,8422
130387,Dakota Central Telecommunications Cooperative,50,Fiber to the Premises,15194,18316,15194,18316
130390,Danville Mutual Telephone Company,50,Fiber to the Premises,1344,1631,1344,1631
130391,"Darien Telephone Company, Inc.",40,Cable,5268,5620,5268,5620
130391,"Darien Telephone Company, Inc.",50,Fiber to the Premises,1774,1888,1774,1888
130393,Daviess-Martin County Rural Telephone Corporation,10,Copper,1084,1140,1084,1140
130393,Daviess-Martin County Rural Telephone Corporation,50,Fiber to the Premises,15440,16883,15440,16883
130395,"Decatur Holding Company, Inc.",10,Copper,489,599,448,557
130395,"Decatur Holding Company, Inc.",50,Fiber to the Premises,1952,2153,1808,2002
130396,"DeKalb Telephone Cooperative, Inc.",10,Copper,1793,2009,1793,2009
130396,"DeKalb Telephone Cooperative, Inc.",50,Fiber to the Premises,28521,30679,28864,31186
130398,Delcambre Telephone Co.,50,Fiber to the Premises,1816,2182,1816,2182
130399,Delhi Telephone Company,10,Copper,53,71,53,71
130399,Delhi Telephone Company,50,Fiber to the Premises,12427,14211,12427,14211
130400,"Dell Telephone Cooperative, Inc.",10,Copper,562,621,562,621
130400,"Dell Telephone Cooperative, Inc.",50,Fiber to the Premises,483,612,483,612
130400,"Dell Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,19201,21813,19201,21813
130403,"T-Mobile USA, Inc.",71,Licensed Fixed Wireless,72619478,98604382,79485382,108674811
130405,Dickey Rural Telephone Cooperative,50,Fiber to the Premises,16988,20583,16988,20583
130416,Doylestown Telephone Company,10,Copper,3762,4116,3762,4116
130416,Doylestown Telephone Company,40,Cable,3712,4062,3712,4062
130416,Doylestown Telephone Company,50,Fiber to the Premises,6024,6777,6024,6777
130419,Dumont Telephone Company,50,Fiber to the Premises,2751,2776,2751,2776
130420,"Dunbarton Telephone Company, Inc.",10,Copper,4,4,0,0
130420,"Dunbarton Telephone Company, Inc.",50,Fiber to the Premises,1436,1504,1436,1504
130421,Dunkerton Telephone Cooperative,50,Fiber to the Premises,905,984,905,984
130423,Duo County Telephone Cooperative Inc.,10,Copper,5119,5341,5119,5341
130423,Duo County Telephone Cooperative Inc.,40,Cable,4618,4908,4618,4908
130423,Duo County Telephone Cooperative Inc.,50,Fiber to the Premises,16596,18128,16596,18128
130425,"Dobson Technologies, Inc.",10,Copper,12895,14088,12895,14088
130425,"Dobson Technologies, Inc.",50,Fiber to the Premises,94780,121484,94780,121484
130427,"E. Ritter Communications Holdings, Inc.",10,Copper,32451,36243,32451,36243
130427,"E. Ritter Communications Holdings, Inc.",40,Cable,49550,56963,49550,56963
130427,"E. Ritter Communications Holdings, Inc.",50,Fiber to the Premises,59943,66956,91602,158371
130431,"Eagle Telephone Systems, Inc.",10,Copper,27,27,27,27
130431,"Eagle Telephone Systems, Inc.",50,Fiber to the Premises,399,431,399,431
130432,EATEL Corp.,10,Copper,2,2,2,2
130432,EATEL Corp.,40,Cable,18232,20664,18232,20664
130432,EATEL Corp.,50,Fiber to the Premises,71364,93327,71364,93327
130433,East Buchanan Telephone Cooperative,50,Fiber to the Premises,2111,2212,2111,2212
130437,"Eastern Indiana WIFI, Inc.",50,Fiber to the Premises,38,39,38,39
130437,"Eastern Indiana WIFI, Inc.",70,Unlicensed Fixed Wireless,3545,3891,3518,3863
130437,"Eastern Indiana WIFI, Inc.",72,LBR Fixed Wireless,5022,5670,5022,5670
130439,"Eastern Slope Rural Telephone Association, Inc.",10,Copper,2697,3048,2697,3048
130439,"Eastern Slope Rural Telephone Association, Inc.",50,Fiber to the Premises,3975,4086,3975,4086
130440,"Eastex Telephone Cooperative, Inc.",10,Copper,14219,16263,14219,16263
130440,"Eastex Telephone Cooperative, Inc.",50,Fiber to the Premises,29094,32426,29094,32426
130444,Egyptian Telephone Cooperative Association,10,Copper,1434,1557,64,65
130444,Egyptian Telephone Cooperative Association,50,Fiber to the Premises,2052,2168,507,517
130445,Electric and Water Plant Board of the City of Frankfort,40,Cable,18567,26994,18567,26994
130445,Electric and Water Plant Board of the City of Frankfort,50,Fiber to the Premises,12033,16564,18643,27103
130446,"Electric Plant Board of the City of Glasgow, KY",40,Cable,7415,8550,7415,8550
130446,"Electric Plant Board of the City of Glasgow, KY",50,Fiber to the Premises,412,551,412,551
130449,Ellington Telephone Company,10,Copper,775,775,775,775
130449,Ellington Telephone Company,50,Fiber to the Premises,1242,1245,1242,1245
130450,Ellsworth Cooperative Telephone Association,50,Fiber to the Premises,796,840,796,840
130453,Emery Telcom,10,Copper,5,8,18,21
130453,Emery Telcom,40,Cable,6644,8657,1582,3034
130453,Emery Telcom,50,Fiber to the Premises,18578,22847,4391,7590
130453,Emery Telcom,70,Unlicensed Fixed Wireless,137,137,0,0
130454,Emily Cooperative Telephone Company,50,Fiber to the Premises,5461,5672,5461,5672
130455,Empire Telephone Corporation/North Penn Telephone Company,10,Copper,3058,3109,236,335
130455,Empire Telephone Corporation/North Penn Telephone Company,50,Fiber to the Premises,71891,88596,8500,17857
130458,"ENMR Telephone Cooperative, Inc.",10,Copper,893,965,893,965
130458,"ENMR Telephone Cooperative, Inc.",50,Fiber to the Premises,53061,63149,53061,63149
130458,"ENMR Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,75408,90811,75408,90811
130460,Epic Touch Company,50,Fiber to the Premises,1219,1269,1219,1269
130464,"Etex Telephone Cooperative, Inc.",10,Copper,16570,18676,16570,18676
130464,"Etex Telephone Cooperative, Inc.",50,Fiber to the Premises,25964,32058,25964,32058
130464,"Etex Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,13806,15807,0,0
130473,"F&B Communications, Inc.",50,Fiber to the Premises,2838,3001,2838,3001
130475,Farmers Cooperative Telephone Company-Dysart,10,Copper,1390,1426,1390,1426
130475,Farmers Cooperative Telephone Company-Dysart,50,Fiber to the Premises,1117,1141,1117,1141
130476,Farmers Independent Telephone Company,10,Copper,1222,1450,1222,1450
130476,Farmers Independent Telephone Company,40,Cable,535,681,535,681
130476,Farmers Independent Telephone Company,50,Fiber to the Premises,3520,3891,3520,3891
130477,Farmers Mutual Cooperative Telephone Company-Harlan,50,Fiber to the Premises,3694,3826,3694,3826
130477,Farmers Mutual Cooperative Telephone Company-Harlan,70,Unlicensed Fixed Wireless,68,69,68,69
130478,Farmers Mutual Cooperative Telephone Company-Moulton,50,Fiber to the Premises,1558,1567,1558,1567
130479,Farmers Mutual Telephone Company (ID),10,Copper,29,29,29,29
130479,Farmers Mutual Telephone Company (ID),50,Fiber to the Premises,3973,4643,3973,4643
130479,Farmers Mutual Telephone Company (ID),70,Unlicensed Fixed Wireless,11120,12955,11120,12955
130479,Farmers Mutual Telephone Company (ID),71,Licensed Fixed Wireless,6010,7098,6010,7098
130481,Farmers Mutual Telephone Company (OH),50,Fiber to the Premises,961,984,961,984
130481,Farmers Mutual Telephone Company (OH),70,Unlicensed Fixed Wireless,1831,1965,1831,1965
130482,"Farmers Mutual Telephone Company of Stanton, Iowa",50,Fiber to the Premises,5161,5422,5161,5422
130483,Farmers Mutual Telephone Company-Jesup,10,Copper,6,6,6,6
130483,Farmers Mutual Telephone Company-Jesup,50,Fiber to the Premises,2221,2415,2221,2415
130484,Farmers Mutual Telephone Company-Nora Springs,50,Fiber to the Premises,12851,13560,12851,13560
130485,Farmers Mutual Telephone Cooperative of Shellsburg,10,Copper,2512,2657,2512,2657
130485,Farmers Mutual Telephone Cooperative of Shellsburg,50,Fiber to the Premises,8775,9475,8775,9475
130487,"Farmers Telephone Company, Inc.",10,Copper,308,375,308,375
130487,"Farmers Telephone Company, Inc.",50,Fiber to the Premises,185,225,185,225
130487,"Farmers Telephone Company, Inc.",70,Unlicensed Fixed Wireless,750,916,750,916
130488,Farmers Telephone Company-Batavia,50,Fiber to the Premises,585,595,585,595
130489,Farmers Telephone Company-Essex,50,Fiber to the Premises,703,750,703,750
130489,Farmers Telephone Company-Essex,70,Unlicensed Fixed Wireless,11590,12639,11590,12639
130490,"Farmers Telephone Cooperative, Inc. (SC)",10,Copper,37301,44469,37295,44463
130490,"Farmers Telephone Cooperative, Inc. (SC)",50,Fiber to the Premises,46670,53463,46669,53462
130490,"Farmers Telephone Cooperative, Inc. (SC)",71,Licensed Fixed Wireless,3265,4623,3265,4623
130491,Fayetteville Public Utilities,40,Cable,2058,2217,252,438
130491,Fayetteville Public Utilities,50,Fiber to the Premises,1494,1543,81,124
130492,FDF Communications Co.,10,Copper,2968,3304,2968,3304
130492,FDF Communications Co.,50,Fiber to the Premises,3384,3749,3384,3749
130492,FDF Communications Co.,70,Unlicensed Fixed Wireless,52235,58674,0,0
130494,Farmers Mutual Telephone Company (MN),50,Fiber to the Premises,4393,4486,4395,4488
130495,Fenton Cooperative Telephone Company,50,Fiber to the Premises,287,289,62,65
130499,"First Communications, LLC",10,Copper,0,0,113,794
130499,"First Communications, LLC",50,Fiber to the Premises,0,0,175,534
130500,"First Step Internet, LLC",50,Fiber to the Premises,380,702,169,487
130500,"First Step Internet, LLC",70,Unlicensed Fixed Wireless,58927,81324,13474,24232
130500,"First Step Internet, LLC",71,Licensed Fixed Wireless,15,40,19,45
130502,"Five Area Telephone Cooperative, Inc.",10,Copper,870,924,870,924
130502,"Five Area Telephone Cooperative, Inc.",50,Fiber to the Premises,7027,7740,7027,7740
130502,"Five Area Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,754,812,754,812
130503,"Flat Rock Telephone Co-Op, Inc.",50,Fiber to the Premises,1054,1110,1054,1110
130507,"Foothills Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,24487,28055,24487,28055
130509,"Fort Mojave Telecommunications, Inc.",50,Fiber to the Premises,1388,1953,1388,1953
130509,"Fort Mojave Telecommunications, Inc.",70,Unlicensed Fixed Wireless,387,445,387,445
130511,Waldron Communication Company,10,Copper,662,664,662,664
130511,Waldron Communication Company,50,Fiber to the Premises,103,103,103,103
130514,"Franklin Telephone Co., Inc.",10,Copper,917,1009,917,1009
130514,"Franklin Telephone Co., Inc.",50,Fiber to the Premises,851,944,851,944
130524,"Ganado Telephone Company, Inc.",10,Copper,1803,1867,1803,1867
130524,"Ganado Telephone Company, Inc.",50,Fiber to the Premises,4965,5515,4965,5515
130526,Garden Valley Telephone Company,10,Copper,23,23,23,23
130526,Garden Valley Telephone Company,50,Fiber to the Premises,21858,26124,21858,26124
130527,Gardonville Cooperative Telephone Association,10,Copper,1573,1692,1573,1692
130527,Gardonville Cooperative Telephone Association,50,Fiber to the Premises,4364,5800,4364,5800
130527,Gardonville Cooperative Telephone Association,70,Unlicensed Fixed Wireless,107,161,107,161
130527,Gardonville Cooperative Telephone Association,71,Licensed Fixed Wireless,179,309,179,309
130527,Gardonville Cooperative Telephone Association,72,LBR Fixed Wireless,695,932,695,932
130528,"Gargoyle Technologies, Inc.",50,Fiber to the Premises,3270,7051,3270,7051
130528,"Gargoyle Technologies, Inc.",70,Unlicensed Fixed Wireless,8040,11016,8040,11016
130532,Geetingsville Telephone Company Inc.,10,Copper,776,789,776,789
130532,Geetingsville Telephone Company Inc.,50,Fiber to the Premises,661,673,661,673
130532,Geetingsville Telephone Company Inc.,70,Unlicensed Fixed Wireless,1582,1657,1582,1657
130532,Geetingsville Telephone Company Inc.,72,LBR Fixed Wireless,2022,2101,2022,2101
130534,GCI Holdings LLC,10,Copper,6637,6729,6637,6729
130534,GCI Holdings LLC,40,Cable,161835,260200,161835,260200
